chemical,Replication,Concentration,Response,celltype,phenotype
Trifluralin,2,0.01,0.968259308,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,2,0.01,0.916464294,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",2,0.01,0.909073453,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,2,0.01,0.899428405,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,2,0.01,0.83337385,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,2,0.01,0.859459172,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",2,0.01,0.823044063,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",2,0.01,0.904860673,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,2,0.01,0.989781437,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,2,0.01,1.010433559,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",2,0.01,0.872501832,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",2,0.01,1.032606082,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",2,0.01,0.89665684,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,2,0.01,1.015248164,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,2,0.01,1.035773586,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,2,0.01,1.008913158,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,2,0.01,1.223439519,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),2,0.01,1.100166492,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,2,0.01,0.914616584,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,2,0.01,1.205378991,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,1,0.1,0.925198245,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,1,0.1,0.931199913,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,1,0.1,0.915077786,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",1,0.1,0.821231277,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,1,0.1,0.855139564,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,1,0.1,0.828762782,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,1,0.1,1.001062462,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,1,0.1,0.904112802,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,1,0.1,1.029305603,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,1,0.1,0.970857991,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,1,0.1,1.016753096,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,1,0.1,0.790807964,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,1,0.1,0.98556796,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,1,0.1,0.973799985,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,1,0.1,0.974325621,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,1,0.1,0.843627593,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",1,0.1,0.988509954,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,1,0.1,0.773324114,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,1,0.1,1.153261613,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",1,0.1,0.969445834,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,1,0.1,1.006161918,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,1,0.1,0.905441891,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,1,0.1,0.852249184,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,1,0.1,0.901343867,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",1,0.1,0.915077786,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,1,0.1,0.870830198,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,1,0.1,0.90677098,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,1,0.1,0.83361862,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",1,0.1,0.969681193,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",1,0.1,0.988509954,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,1,0.1,1.037088158,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,1,0.1,1.029305603,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",1,0.1,0.970857991,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",1,0.1,0.992864105,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",1,0.1,0.96638616,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,1,0.1,1.004749761,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,1,0.1,0.929033221,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,1,0.1,0.709245194,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,1,0.1,1.579523842,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),1,0.1,1.010476842,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,1,0.1,0.954618185,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,1,0.1,0.995806099,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,2,0.1,0.895215626,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,2,0.1,0.93268719,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,2,0.1,0.767169304,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",2,0.1,0.895215626,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,2,0.1,0.862067704,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,2,0.1,0.843807979,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,2,0.1,0.774871339,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,2,0.1,0.93268719,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,2,0.1,0.953477626,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,2,0.1,0.959272045,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,2,0.1,1.016768566,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,2,0.1,0.946027658,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,2,0.1,1.112037319,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,2,0.1,1.271977188,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,2,0.1,1.223439519,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,2,0.1,1.257786773,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",2,0.1,1.279443281,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,2,0.1,1.356958422,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,2,0.1,1.385694012,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",2,0.1,1.70728429,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,2,0.1,0.89244406,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,2,0.1,0.904971536,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,2,0.1,0.833982508,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,2,0.1,0.893885274,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",2,0.1,0.852990012,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,2,0.1,0.911845018,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,2,0.1,0.80175844,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,2,0.1,0.85038148,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",2,0.1,0.879916585,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",2,0.1,0.828956735,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,2,0.1,0.914926999,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,2,0.1,0.911845018,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",2,0.1,0.867284768,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",2,0.1,0.793283609,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",2,0.1,1.034253184,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,2,0.1,0.934017542,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,2,0.1,1.008786457,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,2,0.1,1.062507314,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,2,0.1,1.334785899,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),2,0.1,1.018415667,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,2,0.1,0.942332238,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,2,0.1,1.480533285,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,1,1,0.750908922,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,1,1,0.769917005,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,1,1,0.691329343,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",1,1,0.654261788,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,1,1,0.624607938,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,1,1,0.54863114,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,1,1,0.673755832,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,1,1,0.818852908,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,1,1,0.883905726,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,1,1,0.704031934,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,1,1,0.865599986,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,1,1,0.744184365,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,1,1,0.82511815,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,1,1,0.954735864,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,1,1,0.874700554,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,1,1,0.754226371,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",1,1,0.98109613,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,1,1,0.948734197,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,1,1,0.940025895,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",1,1,1.050644866,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,1,1,1.06745626,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,1,1,0.774489704,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,1,1,0.970857991,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,1,1,0.931691399,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",1,1,0.852524458,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,1,1,0.969445834,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,1,1,0.813798872,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,1,1,0.631667275,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",1,1,1.161106931,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",1,1,1.001062462,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,1,1,1.176797565,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,1,1,0.991451948,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",1,1,0.800222344,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",1,1,1.093516506,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",1,1,1.17143861,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,1,1,0.973799985,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,1,1,0.912419608,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,1,1,0.953842883,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,1,1,3.253609907,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),1,1,1.045668693,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,1,1,0.886520832,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,1,1,1.045668693,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,2,1,0.910403804,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,2,1,0.956433963,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,2,1,0.936789107,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",2,1,0.683316853,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,2,1,0.920159714,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,2,1,0.653607424,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,2,1,0.824128053,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,2,1,0.992948941,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,2,1,1.018288967,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,2,1,0.741715247,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,2,1,1.040588191,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,2,1,0.750495567,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,2,1,1.590878543,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,2,1,1.233598566,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,2,1,1.488022671,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,2,1,1.143658749,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",2,1,1.571785536,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,2,1,1.064281116,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,2,1,1.701075983,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",2,1,1.58821784,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,2,1,0.994596042,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,2,1,0.864676236,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,2,1,0.837628656,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,2,1,0.929708681,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",2,1,0.75853369,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,2,1,0.798210837,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,2,1,0.687305987,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,2,1,0.563346331,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",2,1,0.817919746,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",2,1,0.766749193,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,2,1,0.944490363,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,2,1,0.909073453,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",2,1,0.69685073,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",2,1,0.925702845,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",2,1,0.925333303,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,2,1,0.904860673,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,2,1,0.809247826,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,2,1,1.072877232,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,2,1,2.941554749,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),2,1,1.101803847,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,2,1,1.037420687,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,2,1,1.45116701,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,1,10,0.552721526,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,1,10,0.67469727,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,1,10,0.659006636,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",1,10,0.677426076,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,1,10,0.327168552,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,1,10,0.384763542,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,1,10,0.233664924,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,1,10,0.634529247,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,1,10,0.89990402,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,1,10,0.475399318,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,1,10,0.596582052,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,1,10,0.823807845,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,1,10,0.964974003,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,1,10,0.477641365,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",1,10,1.057503914,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,1,10,0.492115345,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,1,10,0.990039791,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",1,10,1.213984368,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,1,10,0.836833824,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,1,10,0.68454826,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,1,10,0.573268528,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,1,10,0.919286568,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",1,10,0.691752308,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,1,10,0.83124025,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",1,10,1.065842366,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",1,10,0.920726415,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,1,10,1.050644866,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",1,10,0.540573729,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",1,10,1.225752343,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",1,10,1.010476842,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,1,10,0.837384372,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,1,10,1.076377506,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,1,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),1,10,1.189398351,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,1,10,0.852524458,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,1,10,1.032219578,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,2,10,0.70623921,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,2,10,0.892117994,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,2,10,0.799393371,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",2,10,0.830237815,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,2,10,0.424382095,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,2,10,0.412289081,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,2,10,0.307754623,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,2,10,0.817919746,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,2,10,1.037293987,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,2,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,2,10,0.701074068,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,2,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,2,10,1.569420467,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,2,10,1.263753197,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,2,10,1.586567218,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,2,10,0.855598544,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",2,10,1.657396112,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,2,10,0.579009861,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,2,10,1.542222172,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",2,10,1.739086023,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,2,10,0.935621354,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,2,10,0.692347117,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,2,10,0.707409075,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,2,10,1.072877232,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",2,10,0.851737916,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,2,10,1.008913158,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,2,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,2,10,2.309490021,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",2,10,1.091570375,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",2,10,1.010433559,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,2,10,6.119616414,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,2,10,1.259883084,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",2,10,0.702087669,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",2,10,1.50773158,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",2,10,1.39243446,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,2,10,1.441312555,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,2,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,2,10,1.561931082,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,2,10,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),2,10,1.737882372,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,2,10,0.884129364,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,2,10,1.566858309,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,1,100,0.688641469,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,1,100,0.624680357,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,1,100,0.379859307,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",1,100,3.81282411,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,1,100,0,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,1,100,0.660967966,iCell Cardiomyocytes,Peak Spacing - 90 min
